Value;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
73.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
73.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
73.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
73.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
74.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
75.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
76.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
77.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
78.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
79.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
80;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
80.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
81.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
82.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
83.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
84.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
85.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
86.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
87.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
88.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
89.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
90;78;0;0;0;80;78;80;78;78;0;0;0;78;F8;0;F8;0;0;0;0;0
90.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
90.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
91.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
92.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
93.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
94.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
95.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
96.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.4;78;0;0;0;80;78;80;78;78;0;78;0;0;0;78;0;78;F8;0;0;0
97.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
97.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
98.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.4;78;0;0;0;80;78;80;78;78;0;78;0;0;0;78;0;78;F8;0;0;0
99.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
99.7;78;0;0;0;80;78;80;78;78;0;78;0;F8;0;78;F8;78;F8;0;0;0
99.8;78;0;0;0;80;78;80;78;78;0;78;0;0;0;78;0;78;0;0;0;0
99.9;78;0;0;0;80;78;80;78;78;0;78;0;78;0;78;78;78;0;0;0;0
100;78;0;0;0;80;78;80;78;78;0;0;0;80;80;0;0;0;0;0;0;0
101;78;0;0;0;80;78;80;78;78;0;0;0;F8;80;0;0;0;0;0;0;0
